SEQ_ID	Species	Genus	Family	Order
TCC461-Rbcl-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
TCC468-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC470-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC471-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC473-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC475-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC478-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC482-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC484-Rbcl-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales
TCC487-Rbcl-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales
TCC489-Rbcl-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales
TCC490-Rbcl-1	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
TCC493-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC500-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC507-Rbcl-1	Gomphonema clevei	Gomphonema	Gomphonemataceae	Cymbellales
TCC510-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC513-Rbcl-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales
TCC523-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC525-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC526-Rbcl-1	Gomphonema affine var. affine	Gomphonema	Gomphonemataceae	Cymbellales
TCC529-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC536-Rbcl-1	Gomphonema pumilum var. pumilum	Gomphonema	Gomphonemataceae	Cymbellales
TCC540-Rbcl-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales
TCC545-Rbcl-1	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
TCC546-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC550-Rbcl-1	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
TCC556-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC560-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC571-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC572-Rbcl-1	Craticula sp.	Craticula	Stauroneidaceae	Naviculales
TCC578-Rbcl-1	Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales
TCC581-Rbcl-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales
TCC582-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC592-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC593-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC602-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC608-Rbcl-1	Pinnularia subgibba	Pinnularia	Pinnulariaceae	Naviculales
TCC619-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC620-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC622-Rbcl-1	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
TCC623-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC653-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC661-Rbcl-1	Eolimna subminuscula	Eolimna	Sellaphoraceae	Naviculales
TCC664-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC666-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC669-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC670-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC677-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC685-Rbcl-1	Achnanthidium helveticum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC692-Rbcl-1	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
TCC696-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC698-Rbcl-1	Diatoma tenuis	Diatoma	Fragilariaceae	Fragilariales
TCC699-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC700-Rbcl-1	Nitzschia draveillensis	Nitzschia	Bacillariaceae	Bacillariales
TCC714-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC107-Rbcl-1	Craticula accomoda	Craticula	Stauroneidaceae	Naviculales
TCC139-1-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC139-2-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC139-3-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC301-Rbcl-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales
TCC302-Rbcl-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales
TCC304-Rbcl-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales
TCC306-Rbcl-1	Ulnaria ulna var. angustissima	Ulnaria	Fragilariaceae	Fragilariales
TCC353-Rbcl-1	Cyclotella costei	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC355-Rbcl-1	Stephanodiscus minutulus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales
TCC356-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC357-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC358-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC359-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC360-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC362-Rbcl-1	Asterionella formosa	Asterionella	Fragilariaceae	Fragilariales
TCC364-Rbcl-1	Thalassiosira weissflogii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
TCC365-Rbcl-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales
TCC366-Rbcl-1	Mayamaea fossalis var. fossalis	Mayamaea	Sellaphoraceae	Naviculales
TCC367-Rbcl-1	Fragilaria perminuta	Fragilaria	Fragilariaceae	Fragilariales
TCC427-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC428-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC433-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC434-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC435-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC437-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC438-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC439-Rbcl-1	Gomphonema exilissimum	Gomphonema	Gomphonemataceae	Cymbellales
TCC442-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC443-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC444-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC446-Rbcl-1	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
TCC448-Rbcl-1	Navicula germanii	Navicula	Naviculaceae	Naviculales
TCC449-Rbcl-1	Cocconeis placentula var. euglypta	Cocconeis	Cocconeidaceae	Achnanthales
TCC451-Rbcl-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales
TCC452-Rbcl-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales
TCC453-Rbcl-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales
TCC456-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC457-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC458-Rbcl-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales
TCC459-Rbcl-1	Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales
TCC460-Rbcl-1	Gomphonema angustum	Gomphonema	Gomphonemataceae	Cymbellales
TCC462-Rbcl-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
TCC463-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC464-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC465-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC466-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC467-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC469-Rbcl-1	Gomphonema clevei	Gomphonema	Gomphonemataceae	Cymbellales
TCC474-Rbcl-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales
TCC476-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC477-Rbcl-1	Halamphora montana	Halamphora	Catenulaceae	Thalassiophysales
TCC479-Rbcl-1	Halamphora montana	Halamphora	Catenulaceae	Thalassiophysales
TCC480-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC481-Rbcl-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales
TCC483-Rbcl-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales
TCC485-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC486-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC488-Rbcl-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales
TCC491-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC492-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC494-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC495-Rbcl-1	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
TCC496-Rbcl-1	Lemnicola hungarica	Lemnicola	Achnanthidiaceae	Achnanthales
TCC497-Rbcl-1	Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales
TCC498-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC499-Rbcl-1	Placoneis elginensis	Placoneis	Cymbellaceae	Cymbellales
TCC501-Rbcl-1	Cocconeis placentula	Cocconeis	Cocconeidaceae	Achnanthales
TCC502-Rbcl-1	Navicula rostellata	Navicula	Naviculaceae	Naviculales
TCC503-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC504-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC505-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC506-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC508-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC511-Rbcl-1	Cocconeis placentula	Cocconeis	Cocconeidaceae	Achnanthales
TCC512-Rbcl-1	Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales
TCC514-Rbcl-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales
TCC515-Rbcl-1	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
TCC516-Rbcl-1	Nitzschia lorenziana	Nitzschia	Bacillariaceae	Bacillariales
TCC517-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC520-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC521-Rbcl-1	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
TCC522-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC524-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC527-Rbcl-1	Gomphonema clavatum	Gomphonema	Gomphonemataceae	Cymbellales
TCC528-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC530-Rbcl-1	Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales
TCC531-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC532-Rbcl-1	Melosira varians	Melosira	Melosiraceae	Melosirales
TCC533-Rbcl-1	Nitzschia fonticola	Nitzschia	Bacillariaceae	Bacillariales
TCC534-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC535-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC537-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC538-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC539-Rbcl-1	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales
TCC541-Rbcl-1	Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales
TCC543-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC544-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC547-Rbcl-1	Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales
TCC548-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC549-Rbcl-1	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
TCC551-Rbcl-1	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
TCC552-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC553-Rbcl-1	Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales
TCC554-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC557-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC558-Rbcl-1	Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales
TCC559-Rbcl-1	Fragilaria capucina	Fragilaria	Fragilariaceae	Fragilariales
TCC561-Rbcl-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
TCC562-Rbcl-1	Fragilaria capucina	Fragilaria	Fragilariaceae	Fragilariales
TCC563-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC564-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC566-Rbcl-1	Nitzschia acidoclinata	Nitzschia	Bacillariaceae	Bacillariales
TCC568-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC569-Rbcl-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
TCC570-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC573-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC574-Rbcl-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales
TCC575-Rbcl-1	Nitzschia tubicola	Nitzschia	Bacillariaceae	Bacillariales
TCC576-Rbcl-1	Nitzschia gracilis	Nitzschia	Bacillariaceae	Bacillariales
TCC577-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC579-Rbcl-1	Nitzschia capitellata	Nitzschia	Bacillariaceae	Bacillariales
TCC580-Rbcl-1	Navicula tripunctata	Navicula	Naviculaceae	Naviculales
TCC583-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC584-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC585-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC586-Rbcl-1	Nitzschia cf. pusilla	Nitzschia	Bacillariaceae	Bacillariales
TCC587-Rbcl-1	Navicula cryptotenelloides	Navicula	Naviculaceae	Naviculales
TCC588-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC589-Rbcl-1	Fragilaria capucina	Fragilaria	Fragilariaceae	Fragilariales
TCC590-Rbcl-1	Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales
TCC594-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC595-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC596-Rbcl-1	Cyclotella atomus	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC597-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC598-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC599-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC600-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC601-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC603-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC604-Rbcl-1	Navicula symmetrica	Navicula	Naviculaceae	Naviculales
TCC605-Rbcl-1	Navicula symmetrica	Navicula	Naviculaceae	Naviculales
TCC606-Rbcl-1	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
TCC607-Rbcl-1	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
TCC609-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC610-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC611-Rbcl-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales
TCC612-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC613-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC614-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC615-Rbcl-1	Planothidium frequentissimum	Planothidium	Achnanthidiaceae	Achnanthales
TCC616-Rbcl-1	Pinnularia subgibba	Pinnularia	Pinnulariaceae	Naviculales
TCC617-Rbcl-1	Planothidium frequentissimum	Planothidium	Achnanthidiaceae	Achnanthales
TCC618-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC621-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC624-Rbcl-1	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
TCC625-Rbcl-1	Melosira varians	Melosira	Melosiraceae	Melosirales
TCC626-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC627-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC628-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC629-Rbcl-1	Staurosira construens	Staurosira	Fragilariaceae	Fragilariales
TCC630-Rbcl-1	Navicula cincta groupe	Navicula	Naviculaceae	Naviculales
TCC631-Rbcl-1	Melosira varians	Melosira	Melosiraceae	Melosirales
TCC632-Rbcl-1	Nitzschia dissipata	Nitzschia	Bacillariaceae	Bacillariales
TCC633-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC634-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC635-Rbcl-1	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales
TCC636-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC637-Rbcl-1	Eolimna subminuscula	Eolimna	Sellaphoraceae	Naviculales
TCC638-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC639-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC640-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC641-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC642-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC643-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC644-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC645-Rbcl-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales
TCC646-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC647-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC648-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC649-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC650-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC651-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC652-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC654-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC656-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC657-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC658-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC659-Rbcl-1	Navicula cincta	Navicula	Naviculaceae	Naviculales
TCC660-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC662-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC665-Rbcl-1	Nitzschia cf. pusilla	Nitzschia	Bacillariaceae	Bacillariales
TCC667-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC668-Rbcl-1	Discostella sp.	Discostella	Skeletonemataceae	Thalassiosirales
TCC671-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC672-Rbcl-1	Eucocconeis laevis	Eucocconeis	Achnanthidiaceae	Achnanthales
TCC673-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC674-Rbcl-1	Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales
TCC675-Rbcl-1	Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales
TCC676-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC678-Rbcl-1	Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales
TCC679-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC680-Rbcl-1	Gomphonema acuminatum var. coronatum	Gomphonema	Gomphonemataceae	Cymbellales
TCC681-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC682-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC683-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC684-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC686-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC687-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC688-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC689-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC690-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC691-Rbcl-1	Staurosira venter	Staurosira	Fragilariaceae	Fragilariales
TCC693-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC695-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC697-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC701-Rbcl-1	Pinnularia anglica	Pinnularia	Pinnulariaceae	Naviculales
TCC702-Rbcl-1	Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales
TCC703-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC704-Rbcl-1	Gomphonema micropus	Gomphonema	Gomphonemataceae	Cymbellales
TCC705-Rbcl-1	Fragilaria capucina	Fragilaria	Fragilariaceae	Fragilariales
TCC707-Rbcl-1	Nitzschia dissipata	Nitzschia	Bacillariaceae	Bacillariales
TCC708-Rbcl-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales
TCC709-Rbcl-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
TCC710-Rbcl-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
TCC711-Rbcl-1	Surirella minuta	Surirella	Surirellaceae	Surirellales
TCC712-Rbcl-1	Navicula veneta	Navicula	Naviculaceae	Naviculales
TCC713-Rbcl-1	Cymbella tumida	Cymbella	Cymbellaceae	Cymbellales
TCC715-Rbcl-1	Gomphoneis minutum	Gomphoneis	Gomphonemataceae	Cymbellales
TCC716-Rbcl-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales
TCC717-Rbcl-1	Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales
TCC718-Rbcl-1	Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales
TCC719-Rbcl-1	Reimeria sinuata	Reimeria	Gomphonemataceae	Cymbellales
TCC720-Rbcl-1	Cocconeis placentula var. euglypta	Cocconeis	Cocconeidaceae	Achnanthales
TCC721-Rbcl-1	Reimeria sinuata	Reimeria	Gomphonemataceae	Cymbellales
TCC722-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
TCC723-Rbcl-1	Reimeria sinuata	Reimeria	Gomphonemataceae	Cymbellales
TCC724-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC725-Rbcl-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
TCC726-Rbcl-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
TCC728-Rbcl-1	Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales
TCC729-Rbcl-1	Fragilaria rumpens	Fragilaria	Fragilariaceae	Fragilariales
