SEQ_ID	Species	Genus	Family	Order
DQ514765	Lithodesmium undulatum	Lithodesmium	Lithodesmiaceae	Lithodesmiales
DQ514764	Helicotheca tamesis	Helicotheca	Lithodesmiaceae	Lithodesmiales
DQ514763	Bellerochea malleus	Bellerochea	Bellerocheaceae	Hemiaulales
DQ019445	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
AY881967	Nitzschia longissima	Nitzschia	Bacillariaceae	Bacillariales
AY866416	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
AY866415	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
AY571757	Petroneis humerosa	Petroneis	Lyrellaceae	Lyrellales
AY571755	Lyrella hennedyi	Lyrella	Lyrellaceae	Lyrellales
AY571754	Encyonema sinicum	Encyonema	Cymbellaceae	Cymbellales
AY571753	Placoneis paraelginensis	Placoneis	Cymbellaceae	Cymbellales
AY571752	Placoneis constans	Placoneis	Cymbellaceae	Cymbellales
AY571751	Gomphonema capitatum	Gomphonema	Gomphonemataceae	Cymbellales
AY571750	Seminavis robusta	Seminavis	Naviculaceae	Naviculales
AY571749	Navicula duerrenbergiana	Navicula	Naviculaceae	Naviculales
AY571748	Pseudogomphonema kamschaticum	Pseudogomphonema	Naviculaceae	Naviculales
AY571747	Lyrella atlantica	Lyrella	Lyrellaceae	Lyrellales
AY571745	Sellaphora bacillum	Sellaphora	Sellaphoraceae	Naviculales
AY571744	Eunotia minor	Eunotia	Eunotiaceae	Eunotiales
EU938320	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938319	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938318	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938317	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938316	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938315	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938314	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938313	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
EU938312	Navicula phyllepta	Navicula	Naviculaceae	Naviculales
DQ222440	Fragilaria striatula	Fragilaria	Fragilariaceae	Fragilariales
DQ143047	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ143046	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ143045	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ082747	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ082746	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ082745	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ082744	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
DQ082743	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
AY569606	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
AY604699	Navicula salinicola	Navicula	Naviculaceae	Naviculales
AY604698	Thalassionema frauenfeldii	Thalassionema	Thalassionemataceae	Thalassionematales
AY604697	Chaetoceros gracilis	Chaetoceros	Chaetocerotaceae	Chaetocerotales
AY604696	Corethron hystrix	Corethron	Corethraceae	Corethrales
AM710458	Pinnularia rupestris	Pinnularia	Pinnulariaceae	Naviculales
AM710500	Gomphonema affine	Gomphonema	Gomphonemataceae	Cymbellales
AM710487	Adlafia brockmannii	Adlafia	Sellaphoraceae	Naviculales
FM207548	Pseudo-nitzschia pungens	Pseudo-nitzschia	Bacillariaceae	Bacillariales
FM207547	Pseudo-nitzschia pungens	Pseudo-nitzschia	Bacillariaceae	Bacillariales
AM710509	Gomphonema truncatum	Gomphonema	Gomphonemataceae	Cymbellales
AM710505	Stauroneis kriegeri	Stauroneis	Stauroneidaceae	Naviculales
AM710504	Stauroneis kriegeri	Stauroneis	Stauroneidaceae	Naviculales
AM710503	Pinnularia substreptoraphe	Pinnularia	Pinnulariaceae	Naviculales
AM710498	Stauroneis phoenicenteron	Stauroneis	Stauroneidaceae	Naviculales
AM710497	Placoneis hambergii	Placoneis	Cymbellaceae	Cymbellales
AM710492	Prestauroneis integra	Prestauroneis	Stauroneidaceae	Naviculales
AM710491	Pinnularia mesolepta	Pinnularia	Pinnulariaceae	Naviculales
AM710490	Pinnularia viridis	Pinnularia	Pinnulariaceae	Naviculales
AM710481	Placoneis sp.	Placoneis	Cymbellaceae	Cymbellales
AM710475	Stauroneis anceps	Stauroneis	Stauroneidaceae	Naviculales
AM710464	Cymbopleura naviculiformis	Cymbopleura	Cymbellaceae	Cymbellales
AM710461	Pinnularia mesolepta	Pinnularia	Pinnulariaceae	Naviculales
AM710459	Placoneis elginensis	Placoneis	Cymbellaceae	Cymbellales
AM710456	Stauroneis kriegeri	Stauroneis	Stauroneidaceae	Naviculales
AM710454	Stauroneis gracilior	Stauroneis	Stauroneidaceae	Naviculales
AM710453	Stauroneis phoenicenteron	Stauroneis	Stauroneidaceae	Naviculales
AM710452	Pinnularia obscura	Pinnularia	Pinnulariaceae	Naviculales
AM710451	Pinnularia viridiformis	Pinnularia	Pinnulariaceae	Naviculales
AM710450	Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales
AM710449	Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales
AM710448	Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales
AM710447	Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales
AM710445	Pinnularia subcapitata	Pinnularia	Pinnulariaceae	Naviculales
AM778962	Cyclotella choctawhatcheeana	Cyclotella	Stephanodiscaceae	Thalassiosirales
AM778961	Asterionella formosa	Asterionella	Fragilariaceae	Fragilariales
AM713181	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales
AM710511	Amphora sp.	Amphora	Catenulaceae	Thalassiophysales
AM710508	Neidium affine	Neidium	Neidiaceae	Naviculales
AM710507	Caloneis amphisbaena	Caloneis	Pinnulariaceae	Naviculales
AM710506	Caloneis lauta	Caloneis	Pinnulariaceae	Naviculales
AM710502	Encyonema caespitosum	Encyonema	Cymbellaceae	Cymbellales
AM710501	Navicula radiosa	Navicula	Naviculaceae	Naviculales
AM710499	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales
AM710496	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
AM710495	Navicula tripunctata	Navicula	Naviculaceae	Naviculales
AM710494	Navicula radiosa	Navicula	Naviculaceae	Naviculales
AM710493	Cymbella lanceolata	Cymbella	Cymbellaceae	Cymbellales
AM710489	Amphora fogediana	Amphora	Catenulaceae	Thalassiophysales
AM710488	Pinnularia acrosphaeria	Pinnularia	Pinnulariaceae	Naviculales
AM710486	Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales
AM710485	Cymbella excisa	Cymbella	Cymbellaceae	Cymbellales
AM710484	Cymbella proxima	Cymbella	Cymbellaceae	Cymbellales
AM710483	Cymbella aspera	Cymbella	Cymbellaceae	Cymbellales
AM710482	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
AM710480	Cocconeis placentula	Cocconeis	Cocconeidaceae	Achnanthales
AM710479	Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales
AM710478	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
AM710477	Cocconeis pediculus	Cocconeis	Cocconeidaceae	Achnanthales
AM710476	Cymbella excisa	Cymbella	Cymbellaceae	Cymbellales
AM710474	Navicula sp.	Navicula	Naviculaceae	Naviculales
AM710473	Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales
AM710472	Gomphonema angustatum	Gomphonema	Gomphonemataceae	Cymbellales
AM710471	Cymbopleura naviculiformis	Cymbopleura	Cymbellaceae	Cymbellales
AM710470	Caloneis budensis	Caloneis	Pinnulariaceae	Naviculales
AM710469	Gomphonema affine	Gomphonema	Gomphonemataceae	Cymbellales
AM710468	Eunotia implicata	Eunotia	Eunotiaceae	Eunotiales
AM710467	Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales
AM710466	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales
AM710465	Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales
AM710463	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
AM710462	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
AM710460	Gomphonema productum	Gomphonema	Gomphonemataceae	Cymbellales
AM710457	Navicula cari	Navicula	Naviculaceae	Naviculales
AM710455	Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales
AM710446	Pinnularia anglica	Pinnularia	Pinnulariaceae	Naviculales
AM710444	Craticula importuna	Craticula	Stauroneidaceae	Naviculales
AM710443	Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales
AM710442	Navicula reinhardtii	Navicula	Naviculaceae	Naviculales
AM710441	Navicula veneta	Navicula	Naviculaceae	Naviculales
AM710440	Navicula gregaria	Navicula	Naviculaceae	Naviculales
AM710439	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
AM710438	Navicula radiosa	Navicula	Naviculaceae	Naviculales
AM710437	Navicula veneta	Navicula	Naviculaceae	Naviculales
AM710436	Navicula veneta	Navicula	Naviculaceae	Naviculales
AM710435	Mayamaea atomus	Mayamaea	Sellaphoraceae	Naviculales
AM710434	Mayamaea atomus	Mayamaea	Sellaphoraceae	Naviculales
AM710433	Luticola goeppertiana	Luticola	Diadesmidaceae	Naviculales
AM710432	Hippodonta capitata	Hippodonta	Naviculaceae	Naviculales
AM710431	Gomphonema micropus	Gomphonema	Gomphonemataceae	Cymbellales
AM710430	Gomphonema micropus	Gomphonema	Gomphonemataceae	Cymbellales
AM710429	Eunotia sp.	Eunotia	Eunotiaceae	Eunotiales
AM710428	Eunotia formica	Eunotia	Eunotiaceae	Eunotiales
AM710427	Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales
AM710426	Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales
AM710425	Amphora libyca	Amphora	Catenulaceae	Thalassiophysales
AM710424	Halamphora normanii	Halamphora	Catenulaceae	Thalassiophysales
DQ108387	Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales
AB018007	Thalassiosira nordenskioeldii	Thalassiosira	Thallassiosiraceae	Thalassiosirales
AB018006	Detonula confervacea	Detonula	Skeletonemaceae	Thalassiosirales
HQ317111	Sellaphora sp.	Sellaphora	Sellaphoraceae	Naviculales
HQ317112	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
HQ317113	Sellaphora capitata	Sellaphora	Sellaphoraceae	Naviculales
HQ317114	Sellaphora sp.	Sellaphora	Sellaphoraceae	Naviculales
HQ317115	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317116	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317117	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317118	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317119	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317120	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317121	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317122	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317123	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317124	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317125	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317126	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317127	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317128	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317129	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317130	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ317131	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337541	Navicula perminuta	Navicula	Naviculaceae	Naviculales
HQ337542	Navicula perminuta	Navicula	Naviculaceae	Naviculales
HQ337543	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
HQ337544	Navicula glaciei	Navicula	Naviculaceae	Naviculales
HQ337545	Navicula glaciei	Navicula	Naviculaceae	Naviculales
HQ337546	Navicula salinicola	Navicula	Naviculaceae	Naviculales
HQ337547	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales
HQ337548	Navicula ramosissima	Navicula	Naviculaceae	Naviculales
HQ337549	Navicula salinicola	Navicula	Naviculaceae	Naviculales
HQ337550	Navicula salinicola	Navicula	Naviculaceae	Naviculales
HQ337551	Navicula sp.	Navicula	Naviculaceae	Naviculales
HQ337552	Navicula sp.	Navicula	Naviculaceae	Naviculales
HQ337553	Navicula sp.	Navicula	Naviculaceae	Naviculales
HQ337554	Navicula sp.	Navicula	Naviculaceae	Naviculales
HQ337555	Navicula sp.	Navicula	Naviculaceae	Naviculales
HQ337556	Nitzschia brevirostris	Nitzschia	Bacillariaceae	Bacillariales
HQ337557	Tryblionella constricta	Tryblionella	Bacillariaceae	Bacillariales
HQ337558	Nitzschia incrustans	Nitzschia	Bacillariaceae	Bacillariales
HQ337559	Nitzschia laevis	Nitzschia	Bacillariaceae	Bacillariales
HQ337560	Nitzschia ovalis	Nitzschia	Bacillariaceae	Bacillariales
HQ337561	Nitzschia promare	Nitzschia	Bacillariaceae	Bacillariales
HQ337562	Nitzschia pusilla	Nitzschia	Bacillariaceae	Bacillariales
HQ337563	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337564	Fragilariopsis curta	Fragilariopsis	Bacillariaceae	Bacillariales
HQ337565	Fragilariopsis curta	Fragilariopsis	Bacillariaceae	Bacillariales
HQ337566	Fragilariopsis curta	Fragilariopsis	Bacillariaceae	Bacillariales
HQ337567	Fragilariopsis curta	Fragilariopsis	Bacillariaceae	Bacillariales
HQ337568	Nitzschia curvilineata	Nitzschia	Bacillariaceae	Bacillariales
HQ337569	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales
HQ337570	Fragilariopsis cylindrus	Fragilariopsis	Bacillariaceae	Bacillariales
HQ337571	Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales
HQ337572	Nitzschia laevis	Nitzschia	Bacillariaceae	Bacillariales
HQ337573	Tryblionella compressa	Tryblionella	Bacillariaceae	Bacillariales
HQ337574	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337575	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337577	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337578	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337579	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337580	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337581	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337582	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337583	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337584	Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales
HQ337585	Pseudo-nitzschia subcurvata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
HQ337586	Pseudo-nitzschia subcurvata	Pseudo-nitzschia	Bacillariaceae	Bacillariales
HQ337587	Sellaphora auldreekie	Sellaphora	Sellaphoraceae	Naviculales
HQ337588	Sellaphora sp.	Sellaphora	Sellaphoraceae	Naviculales
HQ337589	Sellaphora blackfordensis	Sellaphora	Sellaphoraceae	Naviculales
HQ337590	Sellaphora capitata	Sellaphora	Sellaphoraceae	Naviculales
HQ337591	Sellaphora sp.	Sellaphora	Sellaphoraceae	Naviculales
HQ337592	Sellaphora obesa	Sellaphora	Sellaphoraceae	Naviculales
HQ337593	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337594	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337595	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337596	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337597	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337598	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337599	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337600	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337601	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337602	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337603	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337604	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337605	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337606	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337607	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337608	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337609	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337610	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337611	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337612	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ337613	Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales
HQ912418	Corethron hystrix	Corethron	Corethraceae	Corethrales
HQ912419	Thalassiosira pseudonana	Thalassiosira	Thallassiosiraceae	Thalassiosirales
HQ912420	Phaeodactylum tricornutum	Phaeodactylum	Phaeodactylaceae	Naviculales
HQ912422	Chaetoceros muelleri	Chaetoceros	Chaetocerotaceae	Chaetocerotales
HQ912423	Lithodesmium undulatum	Lithodesmium	Lithodesmiaceae	Lithodesmiales
HQ912424	Coscinodiscus radiatus	Coscinodiscus	Coscinodiscaceae	Coscinodiscales
HQ912425	Rhizosolenia setigera	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
HQ912426	Planktoniella sol	Planktoniella	Thalassiosiraceae	Thalassiosirales
HQ912427	Minidiscus trioculatus	Minidiscus	Thalassiosiraceae	Thalassiosirales
HQ912403	Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales
HQ912402	Stenopterobia curvula	Stenopterobia	Surirellaceae	Surirellales
HQ912401	Surirella splendida	Surirella	Surirellaceae	Surirellales
HQ912400	Surirella cf. fastuosa	Surirella	Surirellaceae	Surirellales
HQ912399	Campylodiscus sp.	Campylodiscus	Surirellaceae	Surirellales
HQ912398	Campylodiscus clypeus	Campylodiscus	Surirellaceae	Surirellales
HQ912397	Entomoneis ornata	Entomoneis	Entomoneidaceae	Surirellales
HQ912396	Epithemia turgida	Epithemia	Rhopalodiaceae	Rhopalodiales
HQ912395	Epithemia sorex	Epithemia	Rhopalodiaceae	Rhopalodiales
HQ912394	Epithemia argus	Epithemia	Rhopalodiaceae	Rhopalodiales
HQ912393	Rhopalodia gibba	Rhopalodia	Rhopalodiaceae	Rhopalodiales
HQ912392	Rhopalodia contorta	Rhopalodia	Rhopalodiaceae	Rhopalodiales
HQ912391	Rhopalodia sp.	Rhopalodia	Rhopalodiaceae	Rhopalodiales
HQ912390	Hantzschia amphioxys var. major	Hantzschia	Bacillariaceae	Bacillariales
HQ912553	Aulacodiscus sp.	Aulacodiscus	Aulacodiscaceae	Coscinodiscales
HQ912552	Odontella aurita	Odontella	Triceratiaceae	Triceratiales
HQ912551	Odontella aurita	Odontella	Triceratiaceae	Triceratiales
HQ912550	Odontella aurita	Odontella	Triceratiaceae	Triceratiales
HQ912549	Climacosphenia sp.	Climacosphenia	Climacospheniaceae	Climacospheniales
HQ912548	Isthmia enervis	Isthmia	Biddulphiaceae	Biddulphiales
HQ912547	Hydrosera sp.	Hydrosera	Biddulphiaceae	Biddulphiales
HQ912546	Terpsinoe musica	Terpsinoe	Biddulphiaceae	Biddulphiales
HQ912545	Coscinodiscus concinnus	Coscinodiscus	Coscinodiscaceae	Coscinodiscales
HQ912544	Triceratium shadboltianum	Triceratium	Triceratiaceae	Triceratiales
HQ912543	Triceratium orbiculatum	Triceratium	Triceratiaceae	Triceratiales
HQ912542	Ditylum intricatum	Ditylum	Lithodesmiaceae	Lithodesmiales
HQ912541	Biddulphia alternans	Biddulphia	Biddulphiaceae	Biddulphiales
HQ912540	Acanthoceras sp.	Acanthoceras	Acanthocerataceae	Chaetocerotales
HQ912539	Mastodiscus radiatus	Mastodiscus	Triceratiaceae	Triceratiales
HQ912538	Biddulphia tridens	Biddulphia	Biddulphiaceae	Biddulphiales
HQ912518	Toxarium undulatum	Toxarium	Toxariaceae	Toxiariale
HQ912519	Lithodesmioides polymorpha	Lithodesmioides	Lithodesmiaceae	Lithodesmiales
HQ912520	Plagiogramma staurophorum	Plagiogramma	Plagiogrammaceae	Triceratiales
HQ912521	Stephanopyxis turris	Stephanopyxis	Stephanopyxidaceae	Melosirales
HQ912522	Surirella minuta	Surirella	Surirellaceae	Surirellales
HQ912523	Cymatopleura elliptica	Cymatopleura	Surirellaceae	Surirellales
HQ912524	Cyclophora tenuis	Cyclophora	Cyclophoraceae	Cyclophorales
HQ912525	Podocystis spathulata	Podocystis	Fragilariaceae	Fragilariales
HQ912526	Toxarium hennedyanum	Toxarium	Toxariaceae	Toxiariale
HQ912527	Rhizosolenia imbricata	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales
HQ912528	Triceratium dubium	Triceratium	Triceratiaceae	Triceratiales
HQ912529	Biddulphia antediluviana	Biddulphia	Biddulphiaceae	Biddulphiales
HQ912530	Cerataulus smithii	Cerataulus	Triceratiaceae	Triceratiales
HQ912531	Coscinodiscus granii	Coscinodiscus	Coscinodiscaceae	Coscinodiscales
HQ912532	Coscinodiscus wailesii	Coscinodiscus	Coscinodiscaceae	Coscinodiscales
HQ912533	Cerataulina pelagica	Cerataulina	Hemiaulaceae	Hemiaulales
HQ912534	Ditylum intricatum	Ditylum	Lithodesmiaceae	Lithodesmiales
HQ912535	Palmerina hardmaniana	Palmerina	Coscinodiscaceae	Coscinodiscales
HQ912536	Bellerochea horologicalis	Bellerochea	Bellerocheaceae	Hemiaulales
HQ912537	Rhaphoneis amphiceros	Rhaphoneis	Rhaphoneidaceae	Rhaponeidales
HQ912498	Grammatophora oceanica	Grammatophora	Striatellaceae	Striatellales
HQ912499	Centronella reicheltii	Centronella	Fragilariaceae	Fragilariales
HQ912500	Eunotia pectinalis	Eunotia	Eunotiaceae	Eunotiales
HQ912501	Berkeleya rutilans	Berkeleya	Berkeleyaceae	Naviculales
HQ912502	Biddulphiopsis membranacea	Biddulphiopsis	Biddulphiaceae	Biddulphiales
HQ912503	Ardissonea fulgens	Ardissonea	Ardissoneaceae	Ardissoneales
HQ912504	Actinocyclus sp.	Actinocyclus	Hemidiscaceae	Coscinodiscales
HQ912505	Biddulphiopsis titiana	Biddulphiopsis	Biddulphiaceae	Biddulphiales
HQ912506	Chrysanthemodiscus sp.	Chrysanthemodiscus	Chrysanthemodiscaceae	Chrysanthemodiscales
HQ912507	Striatella unipunctata	Striatella	Striatellaceae	Striatellales
HQ912508	Climaconeis riddleae	Climaconeis	Berkeleyaceae	Naviculales
HQ912509	Cylindrotheca closterium	Cylindrotheca	Bacillariaceae	Bacillariales
HQ912510	Asterionellopsis glacialis	Asterionellopsis	Fragilariaceae	Fragilariales
HQ912511	Triceratium dubium	Triceratium	Triceratiaceae	Triceratiales
HQ912512	Trigonium formosum	Trigonium	Biddulphiaceae	Biddulphiales
HQ912513	Hyalodiscus sp.	Hyalodiscus	Hyalodiscaceae	Melosirales
HQ912514	Chaetoceros peruvianus	Chaetoceros	Chaetocerotaceae	Chaetocerotales
HQ912515	Guinardia delicatula	Guinardia	Rhizosoleniaceae	Rhizosoleniales
HQ912516	Aulacodiscus orientalis	Aulacodiscus	Aulacodiscaceae	Coscinodiscales
HQ912517	Ardissonea formosa	Ardissonea	Ardissoneaceae	Ardissoneales
HQ912478	Stellarima microtrias	Stellarima	Coscinodiscaceae	Coscinodiscales
HQ912479	Tabularia tabulata	Tabularia	Fragilariaceae	Fragilariales
HQ912480	Synedropsis recta	Synedropsis	Fragilariaceae	Fragilariales
HQ912481	Detonula confervacea	Detonula	Skeletonemaceae	Thalassiosirales
HQ912482	Attheya septentrionalis	Attheya	Attheyaceae	Chaetocerotales
HQ912483	Porosira glacialis	Porosira	Thalassiosiraceae	Thalassiosirales
HQ912484	Staurosirella pinnata	Staurosirella	Fragilariaceae	Fragilariales
HQ912485	Synedropsis hyperborea	Synedropsis	Fragilariaceae	Fragilariales
HQ912486	Diatoma tenuis	Diatoma	Fragilariaceae	Fragilariales
HQ912487	Campylosira cymbelliformis	Campylosira	Cymatosiraceae	Cymatosirales
HQ912488	Hemiaulus sinensis	Hemiaulus	Hemiaulaceae	Hemiaulales
HQ912490	Lemnicola hungarica	Lemnicola	Achnanthidiaceae	Achnanthales
HQ912491	Bacillaria paxillifera	Bacillaria	Bacillariaceae	Bacillariales
HQ912492	Fragilariforma virescens	Fragilariforma	Fragilariaceae	Fragilariales
HQ912493	Delphineis sp.	Delphineis	Rhaphoneidaceae	Rhaponeidales
HQ912494	Papiliocellulus simplex	Papiliocellulus	Cymatosiraceae	Cymatosirales
HQ912495	Entomoneis sp.	Entomoneis	Entomoneidaceae	Surirellales
HQ912496	Mastogloia sp.	Mastogloia	Mastogloiaceae	Mastogloiales
HQ912497	Asterionella formosa	Asterionella	Fragilariaceae	Fragilariales
HQ912458	Achnanthes coarctata	Achnanthes	Achnanthaceae	Achnanthales
HQ912459	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales
HQ912460	Fallacia monoculata	Fallacia	Sellaphoraceae	Naviculales
HQ912461	Diploneis subovalis	Diploneis	Diploneidaceae	Naviculales
HQ912462	Gyrosigma acuminatum	Gyrosigma	Pleurosigmataceae	Naviculales
HQ912463	Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales
HQ912464	Tryblionella apiculata	Tryblionella	Bacillariaceae	Bacillariales
HQ912465	Pinnularia termitina	Pinnularia	Pinnulariaceae	Naviculales
HQ912466	Halamphora coffeaeformis	Halamphora	Catenulaceae	Thalassiophysales
HQ912467	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales
HQ912468	Pinnularia brebissonii	Pinnularia	Pinnulariaceae	Naviculales
HQ912469	Fallacia pygmaea	Fallacia	Sellaphoraceae	Naviculales
HQ912470	Aulacoseira ambigua	Aulacoseira	Aulacoseiraceae	Aulacoseirales
HQ912471	Placoneis elginensis	Placoneis	Cymbellaceae	Cymbellales
HQ912472	Gomphonema affine	Gomphonema	Gomphonemataceae	Cymbellales
HQ912473	Scoliopleura peisonis	Scoliopleura	Scoliotropidaceae	Naviculales
HQ912474	Denticula kuetzingii	Denticula	Bacillariaceae	Bacillariales
HQ912475	Ctenophora pulchella	Ctenophora	Fragilariaceae	Fragilariales
HQ912476	Licmophora paradoxa	Licmophora	Licmophoraceae	Licmophorales
HQ912477	Asterionellopsis glacialis	Asterionellopsis	Fragilariaceae	Fragilariales
HQ912438	Actinoptychus sp.	Actinoptychus	Heliopeltaceae	Coscinodiscales
HQ912439	Cyclostephanos dubius	Cyclostephanos	Stephanodiscaceae	Thalassiosirales
HQ912440	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales
HQ912441	Urosolenia eriensis	Urosolenia	Rhizosoleniaceae	Rhizosoleniales
HQ912442	Nanofrustulum shiloi	Nanofrustulum	Fragilariaceae	Fragilariales
